資料來源	檔案名稱	頁碼	行號	中文片名	上映日期	國別地區	發行商	製片商	統計起始日	統計結束日	統計週期	本期上映院數	本期銷售票數	本期銷售金額	累計上映天數	上映週數	最大上映院數	累計銷售票數	累計銷售金額	統計中
全國電影票房2017年11/27-12/03統計資訊	48.pdf	1	5	POKE'MONTHEMOVIE劇場版精靈寶可夢就決定是你了！	2017-11-17	日本	曼迪傳播有限公司	株式会社ポケモン	2017-11-27	2017-12-03	weekly	22	6721	1582899	NULL	3.0	22	42844	10028249	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	1	6	相愛相親	2017-11-17	中國大陸	松澤國際影業股份有限公司	(大陸)北京海潤影業有限公司##(中華民國)松澤國際影業股份有限公司	2017-11-27	2017-12-03	weekly	20	4187	931904	NULL	3.0	21	18461	4121656	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	1	7	魔法少女奈葉REFLECTION	2017-11-17	日本	向洋影業有限公司	(新加坡)ODEXPRIVATE LIMITED	2017-11-27	2017-12-03	weekly	7	518	123268	NULL	3.0	9	5410	1304184	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	10	1	報告老師！怪怪怪怪物！	2017-07-28	中華民國	威視股份有限公司	(中華民國)群星瑞智國際娛樂股份有限公司##(中華民國)居爾ㄧ拳有限公司##(中華民國)安邁進國際影業股份有限公司##(中華民國)祖與占影像製作股份有限公司##(香港)安樂影片有限公司	2017-11-27	2017-12-03	weekly	2	353	17650	NULL	19.0	87	186234	41821067	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	10	2	模犯生	2017-07-21	泰國	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	GDH559 COMPANYLIMITED	2017-11-27	2017-12-03	weekly	10	1815	131625	NULL	20.0	63	645627	147780572	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	10	3	敦克爾克大行動	2017-07-20	美國	美商華納兄弟(遠東)股份有限公司台灣分公司	WARNER BROS.PICTURESINTERNATIONAL.	2017-11-27	2017-12-03	weekly	1	16	1255	NULL	20.0	105	453018	113452124	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	10	4	蜘蛛人：返校日(數位IMAX2D版)	2017-07-05	美國	博偉電影股份有限公司	SONY PICTURESRELEASINGINTERNATIONALCORPORATION.	2017-11-27	2017-12-03	weekly	2	69	5835	NULL	22.0	103	1254460	295263899	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	10	5	鏡子	2017-06-19	俄羅斯	傳影互動股份有限公司	(法國)FILMS SANSFRONTIERES	2017-11-27	2017-12-03	weekly	1	80	14560	NULL	24.0	1	101	18640	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	10	6	飛向太空	2017-06-12	俄羅斯	傳影互動股份有限公司	(法國)FILMS SANSFRONTIERES	2017-11-27	2017-12-03	weekly	1	79	14590	NULL	25.0	1	104	19590	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	10	7	此情可問天經典數位修復	2017-05-08	美國	天馬行空數位有限公司	INTERNATIONALPRODUCTIONASSOCIATES,INC.(IPA)	2017-11-27	2017-12-03	weekly	1	15	3130	NULL	30.0	4	900	188358	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	10	8	大藝術家	2012-02-24	法國	社團法人台灣電影文化協會	WILD BUNCH/傳影互動股份有限公司	2017-11-27	2017-12-03	weekly	1	54	9520	NULL	301.0	1	54	9520	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	10	9	最好的時光	2005-10-28	中華民國	社團法人台灣電影文化協會	三三電影製作有限公司	2017-11-27	2017-12-03	weekly	1	21	4040	NULL	630.0	1	21	4040	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	2	1	常在你左右	2017-11-17	香港	英屬維京群島商高捷全球開發有限公司台灣分公司	(香港)China 3DDigital EntertainmentLimited##(香港)銀都機構有限公司##(香港)太陽娛樂文化有限公司##(大陸)耳東影業(天津)有限公司##(香港)夢想沙龍娛樂文化有限公司##(大陸)浙江東陽昇格影視傳媒有限公司##(香港)非凡娛樂製作有限公司##(香港)星河國際娛樂有限公司##(大陸)捷成世紀文化產業集團有限公司##(大陸)廣州立興文化傳媒有限公司##(大陸)寰宇縱橫世紀電影發行(北京)有限公司##(大陸)霍爾果斯諾心文化傳媒有限公司	2017-11-27	2017-12-03	weekly	9	198	42150	NULL	3.0	31	6124	1374839	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	2	2	尋找費里尼	2017-11-17	美國	原創娛樂股份有限公司	(匈牙利)FREEWAYENTERTAINMENTKFT.	2017-11-27	2017-12-03	weekly	6	203	41770	NULL	3.0	6	1669	344920	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	2	3	五星級明日餐廳	2017-11-17	加拿大	東昊影業有限公司	SEVILLE PICTURESINC.	2017-11-27	2017-12-03	weekly	4	107	24070	NULL	3.0	4	806	177075	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	2	4	最美麗的意外	2017-11-17	法國	車庫娛樂股份有限公司	SOCIETENOUVELLE DEDISTRIBUTION	2017-11-27	2017-12-03	weekly	4	34	7710	NULL	3.0	6	903	197515	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	3	1	查維拉：女人別為我哭泣	2017-11-17	墨西哥	佳映娛樂國際股份有限公司	(西班牙)LATIDOCONSORCIO DEEXPORTACIONDEL CINEESPANOL SL	2017-11-27	2017-12-03	weekly	2	33	6420	NULL	3.0	3	352	70470	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	3	10	絕處逢山	2017-11-10	美國	美商廿世紀福斯影片股份有限公司台灣分公司	TWENTIETHCENTURY FOXINTERNATIONALCORPORATION.	2017-11-27	2017-12-03	weekly	29	805	184940	NULL	4.0	79	52322	11811547	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	3	11	積存時間的生活	2017-11-10	日本	海鵬影業有限公司	BITTASTE,INC.	2017-11-27	2017-12-03	weekly	5	607	134225	NULL	4.0	7	6639	1447122	True
全國電影票房2017年11/27-12/03統計資訊	48.pdf	3	12	順雲	2017-11-10	中華民國	台北市文化基金會	好風光創意執行股份有限公司	2017-11-27	2017-12-03	weekly	3	234	47070	NULL	4.0	4	2671	544555	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	3	13	推倒白宮的男人	2017-11-10	美國	采昌國際多媒體股份有限公司	(英國)FILM & TVHOUSE LIMITED	2017-11-27	2017-12-03	weekly	5	198	42200	NULL	4.0	28	10874	2477255	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	3	2	爸爸的便當是世界第一	2017-11-17	日本	天馬行空數位有限公司	PONY CANYONINC.	2017-11-27	2017-12-03	weekly	3	22	4740	NULL	3.0	7	729	159983	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	3	3	南漢山城	2017-11-17	南韓	車庫娛樂股份有限公司	CJ E&MCORPORATION	2017-11-27	2017-12-03	weekly	3	19	4050	NULL	3.0	6	602	126535	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	3	4	ELIS爵對搖擺	2017-11-17	巴西	佳映娛樂國際股份有限公司	(法國)MPM FILM	2017-11-27	2017-12-03	weekly	2	15	3470	NULL	3.0	3	235	48275	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	3	5	正義聯盟	2017-11-16	美國	美商華納兄弟(遠東)股份有限公司台灣分公司	WARNER BROS.PICTURESINTERNATIONAL.	2017-11-27	2017-12-03	weekly	90	135501	32838792	NULL	3.0	90	926695	224126168	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	3	6	安德烈盧布列夫	2017-11-13	俄羅斯	傳影互動股份有限公司	(法國)FILMS SANSFRONTIERES	2017-11-27	2017-12-03	weekly	1	79	14620	NULL	3.0	1	92	16960	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	3	7	奪魂鋸：遊戲重啟	2017-11-10	英國	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	LIONS GATEINTERNATIONAL(UK) LIMITED	2017-11-27	2017-12-03	weekly	62	7698	1778678	NULL	4.0	81	167235	38832901	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	3	8	乒乓少女大逆襲	2017-11-10	日本	傳影互動股份有限公司	PONY CANYONINC.	2017-11-27	2017-12-03	weekly	12	931	214415	NULL	4.0	30	26080	6064127	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	3	9	關原之戰	2017-11-10	日本	天馬行空數位有限公司	TOHO CO. LTD.	2017-11-27	2017-12-03	weekly	8	955	211115	NULL	4.0	11	13585	3067299	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	4	1	神力女超人的秘密	2017-11-10	美國	博偉電影股份有限公司	SONY PICTURESRELEASINGINTERNATIONALCORPORATION.	2017-11-27	2017-12-03	weekly	4	123	27345	NULL	4.0	62	15191	3395799	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	4	10	亞人	2017-11-03	日本	車庫娛樂股份有限公司	TOHO CO.,LTD.	2017-11-27	2017-12-03	weekly	1	13	2900	NULL	5.0	35	8507	1959708	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	4	11	翻滾吧！男人	2017-10-27	中華民國	牽猴子整合行銷股份有限公司	翻滾吧男孩電影有限公司##影一製作所股份有限公司##牽猴子整合行銷股份有限公司	2017-11-27	2017-12-03	weekly	6	401	88500	NULL	6.0	18	14404	3217771	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	4	2	追兇	2017-11-10	美國	威視股份有限公司	LOTUS MEDIA,LLC	2017-11-27	2017-12-03	weekly	1	12	3050	NULL	4.0	31	7072	1633343	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	4	3	死者的審判	2017-11-10	南韓	車庫娛樂股份有限公司	SHOWBOX CORP.	2017-11-27	2017-12-03	weekly	1	11	2970	NULL	4.0	9	1882	421540	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	4	4	銀魂：三葉篇	2017-11-10	日本	車庫娛樂股份有限公司	AVEX PICTURESINC.	2017-11-27	2017-12-03	weekly	3	11	2560	NULL	4.0	10	715	166073	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	4	5	別闖陰陽界	2017-11-03	美國	博偉電影股份有限公司	SONY PICTURESRELEASINGINTERNATIONALCORPORATION.	2017-11-27	2017-12-03	weekly	4	198	41990	NULL	5.0	82	50943	11481869	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	4	6	女王與知己	2017-11-03	美國	美商美國環球影片股份有限公司台灣分公司	UNIVERSALINTERNATIONALFILMS LLC	2017-11-27	2017-12-03	weekly	4	75	19045	NULL	5.0	48	29363	6685287	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	4	7	我們的愛情一言難盡	2017-11-03	美國	車庫娛樂股份有限公司	(加拿大)SEVILLEINTERNATIONAL	2017-11-27	2017-12-03	weekly	1	64	13640	NULL	5.0	4	2775	631770	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	4	8	陰宅2	2017-11-03	美國	華映娛樂股份有限公司	(美國)THEWEINSTEINSCOMPANY##(匈牙利)GEMENTERTAINMENTKFT	2017-11-27	2017-12-03	weekly	1	64	12160	NULL	5.0	69	39322	8890835	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	4	9	我要為你呼吸	2017-11-03	英國	香港商甲上娛樂有限公司台灣分公司	EMBANKMENTFILMS LIMITED	2017-11-27	2017-12-03	weekly	2	29	7000	NULL	5.0	48	25432	5765195	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	5	1	雷神索爾3：諸神黃昏	2017-10-24	美國	台灣華特迪士尼股份有限公司	BUENA VISTAINTERNATIONAL,INC.	2017-11-27	2017-12-03	weekly	69	13441	3212552	NULL	6.0	90	1313327	312247928	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	5	10	天人試煉	2017-10-12	美國	中華民國電影創作協會	IPA-InternationalProductionAssociates, Inc.	2017-11-27	2017-12-03	weekly	1	5	700	NULL	8.0	1	12	1900	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	5	11	無障礙殺手	2017-10-12	匈牙利	中華民國電影事業發展基金會	得利影視股份有限公司	2017-11-27	2017-12-03	weekly	1	3	450	NULL	8.0	1	6	750	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	5	12	海闊天空	2017-10-07	中華民國	牽猴子整合行銷股份有限公司	財團法人天下雜誌教育基金會	2017-11-27	2017-12-03	weekly	2	45	10820	NULL	9.0	4	7899	1831719	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	5	2	梵谷：星夜之謎	2017-10-20	英國	絕色國際有限公司	(美國)CINEMAMANAGEMENTGROUP,LLC	2017-11-27	2017-12-03	weekly	7	1004	220445	NULL	7.0	11	28087	6398063	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	5	3	人生剩利組	2017-10-20	英國	采昌國際多媒體股份有限公司	FILM & TV HOUSELIMITED.	2017-11-27	2017-12-03	weekly	2	49	11050	NULL	7.0	12	28889	6757184	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	5	4	殺人者的記憶法	2017-10-20	南韓	車庫娛樂股份有限公司	SHOWBOX CORP.	2017-11-27	2017-12-03	weekly	1	45	9610	NULL	7.0	3	4595	1017770	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	5	5	忌日快樂	2017-10-20	美國	美商美國環球影片股份有限公司台灣分公司	UNIVERSALINTERNATIONALFILMS LLC	2017-11-27	2017-12-03	weekly	1	7	1820	NULL	7.0	61	104390	23854848	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	5	6	大佛普拉斯	2017-10-13	中華民國	甜蜜生活製作有限公司	甜蜜生活製作有限公司##華文創股份有限公司	2017-11-27	2017-12-03	weekly	30	10504	2399717	NULL	8.0	34	115528	26379364	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	5	7	氣象戰	2017-10-13	美國	美商華納兄弟(遠東)股份有限公司台灣分公司	WARNER BROS.PICTURESINTERNATIONAL.	2017-11-27	2017-12-03	weekly	44	3638	840288	NULL	8.0	84	1004420	240938691	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	5	8	解憂雜貨店	2017-10-13	日本	華映娛樂股份有限公司	KADOKAWACORPORATION	2017-11-27	2017-12-03	weekly	28	3390	760493	NULL	8.0	58	252909	58483799	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	5	9	你是我的勇氣	2017-10-13	美國	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	(英國)LIONS GATEINTERNATIONAL(UK) LIMITED	2017-11-27	2017-12-03	weekly	1	47	7520	NULL	8.0	2	26444	6060779	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	6	1	彩虹小馬大電影	2017-10-06	美國	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	(英國)LIONS GATEINTERNATIONAL(UK)LIMITED	2017-11-27	2017-12-03	weekly	1	4	920	NULL	9.0	6	25815	6037794	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	6	2	極地追擊	2017-09-29	美國	海樂影業股份有限公司	VOLTAGEPICTURES,LLC.	2017-11-27	2017-12-03	weekly	10	1510	120800	NULL	10.0	59	58686	12998227	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	6	3	追龍	2017-09-29	香港	華映娛樂股份有限公司	(香港)星王朝有限公司##(香港)夢造者娛樂有限公司##(香港)太陽娛樂文化有限公司##(香港)銀都機構有限公司##(香港)紅地毯文化產業投資基金##(大陸)博納影業集團股份有限公司##(大陸)北京源石影視文化有限公司	2017-11-27	2017-12-03	weekly	8	512	55486	NULL	10.0	67	206739	47171301	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	7	1	老師你會不會回來	2017-09-29	中華民國	星泰國際娛樂股份有限公司	(中華民國)滿滿額娛樂有限公司##(中華民國)風尚國際文化傳媒股份有限公司##(中華民國)百聿數碼創意股份有限公司##(中華民國)香港商福斯傳媒有限公司台灣分公司##(中華民國)神州娛樂股份有限公司##(中華民國)鳳凰藝能股份有限公司##(新加坡)MM2ENTERTAINMENTPTE  LTD(新加坡)MM2ENTERTAINMENTPTE  LTD##(大陸)米銳克傳媒##(大陸)上海明時文化傳播有限公司	2017-11-27	2017-12-03	weekly	1	220	48400	NULL	10.0	78	171985	38347739	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	7	2	春宵苦短，少女前進吧！	2017-09-29	日本	向洋影業有限公司	FUJI CREATIVECORP.	2017-11-27	2017-12-03	weekly	1	98	9690	NULL	10.0	6	2730	678416	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	7	3	刑弒厲	2017-09-22	美國	威視股份有限公司	IFENTERTAINMENTLLC	2017-11-27	2017-12-03	weekly	2	57	5395	NULL	11.0	43	30674	6977790	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	7	4	愛情齡距離	2017-09-15	美國	采昌國際多媒體股份有限公司	(匈牙利)FREEWAYENTERTAINMENTKFT.	2017-11-27	2017-12-03	weekly	6	366	32650	NULL	12.0	52	18463	3695123	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	7	5	閨蜜假期	2017-09-15	美國	美商美國環球影片股份有限公司台灣分公司	UNIVERSALINTERNATIONALFILMS LLC	2017-11-27	2017-12-03	weekly	3	95	14180	NULL	12.0	52	29361	6760131	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	8	1	金牌特勤隊	2017-09-15	英國	双喜電影發行股份有限公司	GFM FILMS LLP	2017-11-27	2017-12-03	weekly	1	36	3600	NULL	12.0	28	7372	1623373	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	8	10	美國製造	2017-08-25	美國	美商美國環球影片股份有限公司台灣分公司	UNIVERSALINTERNATIONALFILMS LLC	2017-11-27	2017-12-03	weekly	10	1860	154680	NULL	15.0	86	303029	70678373	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	8	2	美國刺客	2017-09-13	英國	英屬維京群島商高捷全球開發有限公司 台灣分公司	LIONS GATEINTERNATIONAL(UK) LIMITED	2017-11-27	2017-12-03	weekly	8	1074	78150	NULL	12.0	57	80286	18219087	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	8	3	我只是個計程車司機	2017-09-08	南韓	車庫娛樂股份有限公司	SHOWBOX CORP.	2017-11-27	2017-12-03	weekly	1	62	13020	NULL	13.0	69	168991	38813180	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	8	4	獵殺星期一	2017-09-07	法國	香港商甲上娛樂有限公司台灣分公司	SOCIETENOUVELLE DEDISTRIBUTION	2017-11-27	2017-12-03	weekly	13	2674	200650	NULL	13.0	75	296833	68456381	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	8	5	牠(數位IMAX2D版)	2017-09-07	美國	美商華納兄弟(遠東)股份有限公司台灣分公司	WARNER BROS.PICTURESINTERNATIONAL.	2017-11-27	2017-12-03	weekly	2	125	14310	NULL	13.0	88	489378	115883280	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	8	6	玻璃城堡	2017-09-01	美國	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	(英國)LIONS GATEINTERNATIONAL(UK)LIMITED	2017-11-27	2017-12-03	weekly	1	78	11940	NULL	14.0	16	4608	997989	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	8	7	還有機會說再見	2017-09-01	美國	采昌國際多媒體股份有限公司	(匈牙利)FILM ANDTV HOUSELIMITED	2017-11-27	2017-12-03	weekly	2	107	5945	NULL	14.0	52	20794	4331897	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	8	8	黑塔	2017-08-31	美國	博偉電影股份有限公司	SONY PICTURESRELEASINGINTERNATIONALCORPORATION.	2017-11-27	2017-12-03	weekly	10	844	72970	NULL	14.0	82	118433	26478998	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	8	9	潛龍突擊隊	2017-08-31	法國	海樂影業股份有限公司	EUROPA CORP	2017-11-27	2017-12-03	weekly	5	454	36135	NULL	14.0	67	51494	11223956	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	9	1	紅衣小女孩2	2017-08-25	中華民國	威視股份有限公司	講故事有限公司##中環國際娛樂事業股份有限公司##大慕影藝國際事業有限公司##華映娛樂股份有限公司##秀泰國際娛樂股份有限公司##國賓影城股份有限公司##樂到家國際娛樂股份有限公司##華研國際音樂股份有限公司##紅衣小女孩股份有限公司	2017-11-27	2017-12-03	weekly	8	636	63260	NULL	15.0	85	462024	105454656	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	9	2	羅根好好運	2017-08-24	美國	傳影互動股份有限公司	(匈牙利)FREEWAYENTERTAINMENTKFT.	2017-11-27	2017-12-03	weekly	2	65	5205	NULL	15.0	72	27252	5777538	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	9	3	軍艦島	2017-08-18	南韓	車庫娛樂股份有限公司	CJ E&MCORPORATION	2017-11-27	2017-12-03	weekly	10	1812	136740	NULL	16.0	73	304404	69118688	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	9	4	殺手保鑣	2017-08-18	美國	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	NU IMAGEINCORPORATED	2017-11-27	2017-12-03	weekly	4	233	33950	NULL	16.0	80	398512	91469972	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	9	5	安娜貝爾：造孽	2017-08-10	美國	美商華納兄弟(遠東)股份有限公司台灣分公司	WARNER BROS.PICTURESINTERNATIONAL.	2017-11-27	2017-12-03	weekly	9	963	69830	NULL	17.0	87	477744	111931825	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	9	6	CARS3閃電再起	2017-08-07	美國	台灣華特迪士尼股份有限公司	BUENA VISTAINTERNATIONAL,INC.	2017-11-27	2017-12-03	weekly	4	238	32520	NULL	17.0	88	204017	45880413	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	9	7	玩命再劫	2017-08-03	美國	博偉電影股份有限公司	SONY PICTURESRELEASINGINTERNATIONALCORPORATION.	2017-11-27	2017-12-03	weekly	4	170	13610	NULL	18.0	95	186172	42102315	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	0	1	艾格妮撿風景	2017-12-04	法國	社團法人台灣電影文化協會	ciné-tamaris	2017-12-04	2017-12-10	weekly	1	62	11860	NULL	1.0	1	115	22200	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	0	2	艾格妮撿風景：兩年後	2017-12-04	法國	社團法人台灣電影文化協會	ciné-tamaris	2017-12-04	2017-12-10	weekly	1	19	3620	NULL	1.0	1	51	9460	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	0	3	矛之舞	2017-12-04	澳洲	社團法人台灣電影文化協會	LevelK Aps	2017-12-04	2017-12-10	weekly	1	12	2120	NULL	1.0	1	29	5200	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	0	4	奇蹟男孩	2017-12-01	美國	香港商甲上娛樂有限公司台灣分公司	LIONS GATEINTERNATIONAL(UK) LIMITED	2017-12-04	2017-12-10	weekly	77	84415	19208709	NULL	2.0	77	149899	34190043	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	0	5	帶我去月球	2017-12-01	中華民國	好好電影工作室有限公司	好好電影工作室有限公司##秀泰國際娛樂有限公司##滿滿額娛樂有限公司##香港商福斯傳媒有限公司台灣分公司##旺旺中時媒體集團##哈拉影城有限公司##貳樓餐飲有限公司##荃盛環宇股份有限公司##比姆文創股份有限公司##宏璟建設股份有限公司##心元資本創業投資有限公司##豆府餐飲集團	2017-12-04	2017-12-10	weekly	70	22751	5091658	NULL	2.0	70	50787	11364050	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	0	6	家有兩個爸X2	2017-12-01	美國	美商美國派拉蒙影片股份有限公司台灣分公司	PARAMOUNTPICTURESCORPORATION	2017-12-04	2017-12-10	weekly	80	20687	4737329	NULL	2.0	80	46439	10679033	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	0	7	完美社區謀殺案	2017-12-01	美國	傳影互動股份有限公司	(美國)JELLYFISHBLOOM  LLC.	2017-12-04	2017-12-10	weekly	30	4047	931567	NULL	2.0	30	10434	2426149	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	1	10	踏響人生	2017-12-01	日本	中影股份有限公司	(日本)TOEICOMPANY,LTD.	2017-12-04	2017-12-10	weekly	18	963	199520	NULL	2.0	18	2007	416432	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	1	11	亂世傷痕~末代總督的秘密	2017-12-01	英國	華聯國際影音股份有限公司	PATHE FUNDLIMITED	2017-12-04	2017-12-10	weekly	9	944	197890	NULL	2.0	9	2113	445990	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	1	12	真實遊戲	2017-12-01	法國	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	WYDEVELOPMENT	2017-12-04	2017-12-10	weekly	6	874	195295	NULL	2.0	6	1998	457329	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	1	13	攔截異種	2017-12-01	英國	三起影視社	(美國)HIGHOCTANEPICTURES,LLC	2017-12-04	2017-12-10	weekly	12	456	100450	NULL	2.0	12	1289	280390	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	1	14	分貝人生	2017-12-01	馬來西亞	穀得電影有限公司	MM2ENTERTAINMENTSDN BHD	2017-12-04	2017-12-10	weekly	6	392	85450	NULL	2.0	6	1006	212128	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	1	15	離不開的妳	2017-12-01	義大利	車庫娛樂股份有限公司	TRUE COLOURSGLORIOUS FILMSS.R.L.	2017-12-04	2017-12-10	weekly	3	18	4120	NULL	2.0	3	110	23390	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	1	16	夢幻舞馬-卡瓦利亞	2017-12-01	南韓	可樂藝術文創股份有限公司	FABULOUS INC.	2017-12-04	2017-12-10	weekly	2	17	3710	NULL	2.0	2	139	31570	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	1	17	可可夜總會	2017-11-24	美國	台灣華特迪士尼股份有限公司	BUENA VISTAINTERNATIONAL,INC.	2017-12-04	2017-12-10	weekly	88	129365	29532211	NULL	3.0	88	356854	81284174	True
全國電影票房2017年12/04-12/10統計資訊	49.pdf	1	18	血觀音	2017-11-24	中華民國	原子映象有限公司	中環國際娛樂事業股份有限公司##原子映象有限公司##高雄人##喆學影像製作有限公司	2017-12-04	2017-12-10	weekly	64	98557	22648273	NULL	3.0	64	287864	65948209	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	1	8	菜鳥警校生	2017-12-01	南韓	英屬維京群島商高捷全球開發有限公司  台灣分公司	LOTTEENTERTAINMENT	2017-12-04	2017-12-10	weekly	21	2582	586154	NULL	2.0	21	5892	1354306	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	1	9	柏靈頓熊熊出任務	2017-12-01	英國	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	(盧森堡)ANTONPICTURES S.  A  R.L.	2017-12-04	2017-12-10	weekly	30	1943	447069	NULL	2.0	30	5387	1236862	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	10	77	報告老師！怪怪怪怪物！	2017-07-28	中華民國	威視股份有限公司	(中華民國)群星瑞智國際娛樂股份有限公司##(中華民國)居爾ㄧ拳有限公司##(中華民國)安邁進國際影業股份有限公司##(中華民國)祖與占影像製作股份有限公司##(香港)安樂影片有限公司	2017-12-04	2017-12-10	weekly	2	319	15950	NULL	20.0	87	186553	41837017	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	10	78	魅惑	2017-07-28	美國	美商美國環球影片股份有限公司台灣分公司	UNIVERSALINTERNATIONALFILMS LLC	2017-12-04	2017-12-10	weekly	1	42	4200	NULL	20.0	40	13843	2987789	False
